pokemon_number,pokemon_name_ch,pokemon_name_jp,pokemon_name_en,pokemon_types,pokemon_abilitys,pokemon_status
675,流氓熊貓,ゴロンダ,Pangoro,"['格鬥', '惡']","{'普特': ['鐵拳', '破格'], '夢特': '膽量'}","{'HP': 95, '攻擊': 124, '防禦': 78, '特攻': 69, '特防': 71, '速度': 58, '總和': 495}"
676,多麗米亞,トリミアン,Furfrou,['一般'],{'普特': '毛皮大衣'},"{'HP': 75, '攻擊': 80, '防禦': 60, '特攻': 65, '特防': 90, '速度': 102, '總和': 472}"
677,妙喵,ニャスパー,Espurr,['超能力'],"{'普特': ['銳利目光', '穿透'], '夢特': '我行我素'}","{'HP': 62, '攻擊': 48, '防禦': 54, '特攻': 63, '特防': 60, '速度': 68, '總和': 355}"
678,超能妙喵,ニャオニクス,Meowstic,['超能力'],"{'普特': ['銳利目光', '穿透'], '夢特': '惡作劇之心'}","{'HP': 74, '攻擊': 48, '防禦': 76, '特攻': 83, '特防': 81, '速度': 104, '總和': 466}"
679,獨劍鞘,ヒトツキ,Honedge,"['鋼', '幽靈']",{'普特': '無防守'},"{'HP': 45, '攻擊': 80, '防禦': 100, '特攻': 35, '特防': 37, '速度': 28, '總和': 325}"
680,雙劍鞘,ニダンギル,Doublade,"['鋼', '幽靈']",{'普特': '無防守'},"{'HP': 59, '攻擊': 110, '防禦': 150, '特攻': 45, '特防': 49, '速度': 35, '總和': 448}"
681,堅盾劍怪,ギルガルド,Aegislash,"['鋼', '幽靈']",{'普特': '戰鬥切換'},"{'HP': 60, '攻擊': 50, '防禦': 140, '特攻': 50, '特防': 140, '速度': 60, '總和': 500}"
682,粉香香,シュシュプ,Spritzee,['妖精'],"{'普特': '治癒之心', '夢特': '芳香幕'}","{'HP': 78, '攻擊': 52, '防禦': 60, '特攻': 63, '特防': 65, '速度': 23, '總和': 341}"
683,芳香精,フレフワン,Aromatisse,['妖精'],"{'普特': '治癒之心', '夢特': '芳香幕'}","{'HP': 101, '攻擊': 72, '防禦': 72, '特攻': 99, '特防': 89, '速度': 29, '總和': 462}"
684,綿綿泡芙,ペロッパフ,Swirlix,['妖精'],"{'普特': '甜幕', '夢特': '輕裝'}","{'HP': 62, '攻擊': 48, '防禦': 66, '特攻': 59, '特防': 57, '速度': 49, '總和': 341}"
685,胖甜妮,ペロリーム,Slurpuff,['妖精'],"{'普特': '甜幕', '夢特': '輕裝'}","{'HP': 82, '攻擊': 80, '防禦': 86, '特攻': 85, '特防': 75, '速度': 72, '總和': 480}"
686,好啦魷,マーイーカ,Inkay,"['惡', '超能力']","{'普特': ['唱反調', '吸盤'], '夢特': '穿透'}","{'HP': 53, '攻擊': 54, '防禦': 53, '特攻': 37, '特防': 46, '速度': 45, '總和': 288}"
687,烏賊王,カラマネロ‎,Malamar,"['惡', '超能力']","{'普特': ['唱反調', '吸盤'], '夢特': '穿透'}","{'HP': 86, '攻擊': 92, '防禦': 88, '特攻': 68, '特防': 75, '速度': 73, '總和': 482}"
688,龜腳腳,カメテテ‎,Binacle,"['岩石', '水']","{'普特': ['硬爪', '狙擊手'], '夢特': '順手牽羊'}","{'HP': 42, '攻擊': 52, '防禦': 67, '特攻': 39, '特防': 56, '速度': 50, '總和': 306}"
689,龜足巨鎧,ガメノデス,Barbaracle,"['岩石', '水']","{'普特': ['硬爪', '狙擊手'], '夢特': '順手牽羊'}","{'HP': 72, '攻擊': 105, '防禦': 115, '特攻': 54, '特防': 86, '速度': 68, '總和': 500}"
690,垃垃藻,クズモー‎,Skrelp,"['毒', '水']","{'普特': ['毒刺', '毒手'], '夢特': '適應力'}","{'HP': 50, '攻擊': 60, '防禦': 60, '特攻': 60, '特防': 60, '速度': 30, '總和': 320}"
691,毒藻龍,ドラミドロ,Dragalge,"['毒', '龍']","{'普特': ['毒刺', '毒手'], '夢特': '適應力'}","{'HP': 65, '攻擊': 75, '防禦': 90, '特攻': 97, '特防': 123, '速度': 44, '總和': 494}"
692,鐵臂槍蝦,ウデッポウ,Clauncher,['水'],{'普特': '超級發射器'},"{'HP': 50, '攻擊': 53, '防禦': 62, '特攻': 58, '特防': 63, '速度': 44, '總和': 330}"
693,鋼炮臂蝦,ブロスター,Clawitzer,['水'],{'普特': '超級發射器'},"{'HP': 71, '攻擊': 73, '防禦': 88, '特攻': 120, '特防': 89, '速度': 59, '總和': 500}"
694,傘電蜥,エリキテル,Helioptile,"['電', '一般']","{'普特': ['乾燥皮膚', '沙隱'], '夢特': '太陽之力'}","{'HP': 44, '攻擊': 38, '防禦': 33, '特攻': 61, '特防': 43, '速度': 70, '總和': 289}"
695,光電傘蜥,エレザード,Heliolisk,"['電', '一般']","{'普特': ['乾燥皮膚', '沙隱'], '夢特': '太陽之力'}","{'HP': 62, '攻擊': 55, '防禦': 52, '特攻': 109, '特防': 94, '速度': 109, '總和': 481}"
696,寶寶暴龍,チゴラス,Tyrunt,"['岩石', '龍']","{'普特': '強壯之顎', '夢特': '結實'}","{'HP': 58, '攻擊': 89, '防禦': 77, '特攻': 45, '特防': 45, '速度': 48, '總和': 362}"
697,怪顎龍,ガチゴラス,Tyrantrum,"['岩石', '龍']","{'普特': '強壯之顎', '夢特': '堅硬腦袋'}","{'HP': 82, '攻擊': 121, '防禦': 119, '特攻': 69, '特防': 59, '速度': 71, '總和': 521}"
698,冰雪龍,アマルス,Amaura,"['岩石', '冰']","{'普特': '冰凍皮膚', '夢特': '降雪'}","{'HP': 77, '攻擊': 59, '防禦': 50, '特攻': 67, '特防': 63, '速度': 46, '總和': 362}"
699,冰雪巨龍,アマルルガ,Aurorus,"['岩石', '冰']","{'普特': '冰凍皮膚', '夢特': '降雪'}","{'HP': 123, '攻擊': 77, '防禦': 72, '特攻': 99, '特防': 92, '速度': 58, '總和': 521}"
700,仙子伊布,ニンフィア,Sylveon,['妖精'],"{'普特': '迷人之軀', '夢特': '妖精皮膚'}","{'HP': 95, '攻擊': 65, '防禦': 65, '特攻': 110, '特防': 130, '速度': 60, '總和': 525}"
701,摔角鷹人,ルチャブル,Hawlucha,"['格鬥', '飛行']","{'普特': ['柔軟', '輕裝'], '夢特': '破格'}","{'HP': 78, '攻擊': 92, '防禦': 75, '特攻': 74, '特防': 63, '速度': 118, '總和': 500}"
702,咚咚鼠,デデンネ,Dedenne,"['電', '妖精']","{'普特': ['頰囊', '撿拾'], '夢特': '正電'}","{'HP': 67, '攻擊': 58, '防禦': 57, '特攻': 81, '特防': 67, '速度': 101, '總和': 431}"
703,小碎鑽,メレシー,Carbink,"['岩石', '妖精']","{'普特': '恆淨之軀', '夢特': '結實'}","{'HP': 50, '攻擊': 50, '防禦': 150, '特攻': 50, '特防': 150, '速度': 50, '總和': 500}"
704,黏黏寶,ヌメラ,Goomy,['龍'],"{'普特': ['食草', '溼潤之軀'], '夢特': '黏滑'}","{'HP': 45, '攻擊': 50, '防禦': 35, '特攻': 55, '特防': 75, '速度': 40, '總和': 300}"
705,黏美兒,ヌメイル,Sliggoo,['龍'],"{'普特': ['食草', '溼潤之軀'], '夢特': '黏滑'}","{'HP': 68, '攻擊': 75, '防禦': 53, '特攻': 83, '特防': 113, '速度': 60, '總和': 452}"
706,黏美龍,ヌメルゴン,Goodra,['龍'],"{'普特': ['食草', '溼潤之軀'], '夢特': '黏滑'}","{'HP': 90, '攻擊': 100, '防禦': 70, '特攻': 110, '特防': 150, '速度': 80, '總和': 600}"
707,鑰圈兒,クレッフィ,Klefki,"['鋼', '妖精']","{'普特': '惡作劇之心', '夢特': '魔術師'}","{'HP': 57, '攻擊': 80, '防禦': 91, '特攻': 80, '特防': 87, '速度': 75, '總和': 470}"
708,小木靈,ボクレー,Phantump,"['幽靈', '草']","{'普特': ['自然回覆', '察覺'], '夢特': '收穫'}","{'HP': 43, '攻擊': 70, '防禦': 48, '特攻': 50, '特防': 60, '速度': 38, '總和': 309}"
709,朽木妖,オーロット,Trevenant,"['幽靈', '草']","{'普特': ['自然回覆', '察覺'], '夢特': '收穫'}","{'HP': 85, '攻擊': 110, '防禦': 76, '特攻': 65, '特防': 82, '速度': 56, '總和': 474}"
710,南瓜精,バケッチャ,Pumpkaboo,"['幽靈', '草']","{'普特': ['撿拾', '察覺'], '夢特': '不眠'}","{'HP': 44, '攻擊': 66, '防禦': 70, '特攻': 44, '特防': 55, '速度': 56, '總和': 335}"
711,南瓜怪人,パンプジン,Gourgeist,"['幽靈', '草']","{'普特': ['撿拾', '察覺'], '夢特': '不眠'}","{'HP': 55, '攻擊': 85, '防禦': 122, '特攻': 58, '特防': 75, '速度': 99, '總和': 494}"
712,冰寶,カチコール,Bergmite,['冰'],"{'普特': ['我行我素', '冰凍之軀'], '夢特': '結實'}","{'HP': 55, '攻擊': 69, '防禦': 85, '特攻': 32, '特防': 35, '速度': 28, '總和': 304}"
713,冰岩怪,クレベース,Avalugg,['冰'],"{'普特': ['我行我素', '冰凍之軀'], '夢特': '結實'}","{'HP': 95, '攻擊': 117, '防禦': 184, '特攻': 44, '特防': 46, '速度': 28, '總和': 514}"
714,嗡蝠,オンバット,Noibat,"['飛行', '龍']","{'普特': ['察覺', '穿透'], '夢特': '心靈感應'}","{'HP': 40, '攻擊': 30, '防禦': 35, '特攻': 45, '特防': 40, '速度': 55, '總和': 245}"
715,音波龍,オンバーン,Noivern,"['飛行', '龍']","{'普特': ['察覺', '穿透'], '夢特': '心靈感應'}","{'HP': 85, '攻擊': 70, '防禦': 80, '特攻': 97, '特防': 80, '速度': 123, '總和': 535}"
716,哲爾尼亞斯,ゼルネアス,Xerneas,['妖精'],{'普特': '妖精氣場'},"{'HP': 126, '攻擊': 131, '防禦': 95, '特攻': 131, '特防': 98, '速度': 99, '總和': 680}"
717,伊裴爾塔爾,イベルタル,Yveltal,"['惡', '飛行']",{'普特': '暗黑氣場'},"{'HP': 126, '攻擊': 131, '防禦': 95, '特攻': 131, '特防': 98, '速度': 99, '總和': 680}"
718,基格爾德,ジガルデ,Zygarde,"['龍', '地面']","{'普特': ['氣場破壞', '群聚變形']}","{'HP': 54, '攻擊': 100, '防禦': 71, '特攻': 61, '特防': 85, '速度': 115, '總和': 486}"
719,蒂安希,ディアンシー,Diancie,"['岩石', '妖精']",{'普特': '恆淨之軀'},"{'HP': 50, '攻擊': 100, '防禦': 150, '特攻': 100, '特防': 150, '速度': 50, '總和': 600}"
720,胡帕,フーパ,Hoopa,"['超能力', '幽靈']",{'普特': '魔術師'},"{'HP': 80, '攻擊': 110, '防禦': 60, '特攻': 150, '特防': 130, '速度': 70, '總和': 600}"
721,波爾凱尼恩,ボルケニオン,Volcanion,"['火', '水']",{'普特': '儲水'},"{'HP': 80, '攻擊': 110, '防禦': 120, '特攻': 130, '特防': 90, '速度': 70, '總和': 600}"
722,木木梟,モクロー,Rowlet,"['草', '飛行']","{'普特': '茂盛', '夢特': '遠隔'}","{'HP': 68, '攻擊': 55, '防禦': 55, '特攻': 50, '特防': 50, '速度': 42, '總和': 320}"
723,投羽梟,フクスロー,Dartrix,"['草', '飛行']","{'普特': '茂盛', '夢特': '遠隔'}","{'HP': 78, '攻擊': 75, '防禦': 75, '特攻': 70, '特防': 70, '速度': 52, '總和': 420}"
724,狙射樹梟,ジュナイパー,Decidueye,"['草', '幽靈']","{'普特': '茂盛', '夢特': '遠隔'}","{'HP': 78, '攻擊': 107, '防禦': 75, '特攻': 100, '特防': 100, '速度': 70, '總和': 530}"
725,火斑喵,ニャビー,Litten,['火'],"{'普特': '猛火', '夢特': '威嚇'}","{'HP': 45, '攻擊': 65, '防禦': 40, '特攻': 60, '特防': 40, '速度': 70, '總和': 320}"
726,炎熱喵,ニャヒート,Torracat,['火'],"{'普特': '猛火', '夢特': '威嚇'}","{'HP': 65, '攻擊': 85, '防禦': 50, '特攻': 80, '特防': 50, '速度': 90, '總和': 420}"
727,熾焰咆哮虎,ガオガエン,Incineroar,"['火', '惡']","{'普特': '猛火', '夢特': '威嚇'}","{'HP': 95, '攻擊': 115, '防禦': 90, '特攻': 80, '特防': 90, '速度': 60, '總和': 530}"
728,球球海獅,アシマリ,Popplio,['水'],"{'普特': '激流', '夢特': '溼潤之聲'}","{'HP': 50, '攻擊': 54, '防禦': 54, '特攻': 66, '特防': 56, '速度': 40, '總和': 320}"
729,花漾海獅,オシャマリ,Brionne,['水'],"{'普特': '激流', '夢特': '溼潤之聲'}","{'HP': 60, '攻擊': 69, '防禦': 69, '特攻': 91, '特防': 81, '速度': 50, '總和': 420}"
730,西獅海壬,アシレーヌ,Primarina,"['水', '妖精']","{'普特': '激流', '夢特': '溼潤之聲'}","{'HP': 80, '攻擊': 74, '防禦': 74, '特攻': 126, '特防': 116, '速度': 60, '總和': 530}"
731,小篤兒,ツツケラ,Pikipek,"['一般', '飛行']","{'普特': ['銳利目光', '連續攻擊'], '夢特': '撿拾'}","{'HP': 35, '攻擊': 75, '防禦': 30, '特攻': 30, '特防': 30, '速度': 65, '總和': 265}"
732,喇叭啄鳥,ケララッパ,Trumbeak,"['一般', '飛行']","{'普特': ['銳利目光', '連續攻擊'], '夢特': '撿拾'}","{'HP': 55, '攻擊': 85, '防禦': 50, '特攻': 40, '特防': 50, '速度': 75, '總和': 355}"
733,銃嘴大鳥,ドデカバシ,Toucannon,"['一般', '飛行']","{'普特': ['銳利目光', '連續攻擊'], '夢特': '強行'}","{'HP': 80, '攻擊': 120, '防禦': 75, '特攻': 75, '特防': 75, '速度': 60, '總和': 485}"
734,貓鼬少,ヤングース,Yungoos,['一般'],"{'普特': ['蹲守', '強壯之顎'], '夢特': '適應力'}","{'HP': 48, '攻擊': 70, '防禦': 30, '特攻': 30, '特防': 30, '速度': 45, '總和': 253}"
735,貓鼬探長,デカグース,Gumshoos,['一般'],"{'普特': ['蹲守', '強壯之顎'], '夢特': '適應力'}","{'HP': 88, '攻擊': 110, '防禦': 60, '特攻': 55, '特防': 60, '速度': 45, '總和': 418}"
736,強顎雞母蟲,アゴジムシ,Grubbin,['蟲'],{'普特': '蟲之預感'},"{'HP': 47, '攻擊': 62, '防禦': 45, '特攻': 55, '特防': 45, '速度': 46, '總和': 300}"
737,蟲電寶,デンヂムシ,Charjabug,"['蟲', '電']",{'普特': '蓄電池'},"{'HP': 57, '攻擊': 82, '防禦': 95, '特攻': 55, '特防': 75, '速度': 36, '總和': 400}"
738,鍬農炮蟲,クワガノン,Vikavolt,"['蟲', '電']",{'普特': '飄浮'},"{'HP': 77, '攻擊': 70, '防禦': 90, '特攻': 145, '特防': 75, '速度': 43, '總和': 500}"
739,好勝蟹,マケンカニ,Crabrawler,['格鬥'],"{'普特': ['怪力鉗', '鐵拳'], '夢特': '憤怒穴位'}","{'HP': 47, '攻擊': 82, '防禦': 57, '特攻': 42, '特防': 47, '速度': 63, '總和': 338}"
740,好勝毛蟹,ケケンカニ,Crabominable,"['格鬥', '冰']","{'普特': ['怪力鉗', '鐵拳'], '夢特': '憤怒穴位'}","{'HP': 97, '攻擊': 132, '防禦': 77, '特攻': 62, '特防': 67, '速度': 43, '總和': 478}"
741,花舞鳥,オドリドリ,Oricorio,"['火', '飛行']",{'普特': '舞者'},"{'HP': 75, '攻擊': 70, '防禦': 70, '特攻': 98, '特防': 70, '速度': 93, '總和': 476}"
742,萌虻,アブリー,Cutiefly,"['蟲', '妖精']","{'普特': ['採蜜', '鱗粉'], '夢特': '甜幕'}","{'HP': 40, '攻擊': 45, '防禦': 40, '特攻': 55, '特防': 40, '速度': 84, '總和': 304}"
743,蝶結萌虻,アブリボン,Ribombee,"['蟲', '妖精']","{'普特': ['採蜜', '鱗粉'], '夢特': '甜幕'}","{'HP': 60, '攻擊': 55, '防禦': 60, '特攻': 95, '特防': 70, '速度': 124, '總和': 464}"
744,巖狗狗,イワンコ,Rockruff,['岩石'],"{'普特': ['銳利目光', '幹勁'], '夢特': '不屈之心'}","{'HP': 45, '攻擊': 65, '防禦': 40, '特攻': 30, '特防': 40, '速度': 60, '總和': 280}"
745,鬃巖狼人,ルガルガン,Lycanroc,['岩石'],"{'普特': ['銳利目光', '撥沙'], '夢特': '不屈之心'}","{'HP': 75, '攻擊': 115, '防禦': 65, '特攻': 55, '特防': 65, '速度': 112, '總和': 487}"
746,弱丁魚,ヨワシ,Wishiwashi,['水'],{'普特': '魚群'},"{'HP': 45, '攻擊': 20, '防禦': 20, '特攻': 25, '特防': 25, '速度': 40, '總和': 175}"
747,好壞星,ヒドイデ,Mareanie,"['毒', '水']","{'普特': ['不仁不義', '柔軟'], '夢特': '再生力'}","{'HP': 50, '攻擊': 53, '防禦': 62, '特攻': 43, '特防': 52, '速度': 45, '總和': 305}"
748,超壞星,ドヒドイデ,Toxapex,"['毒', '水']","{'普特': ['不仁不義', '柔軟'], '夢特': '再生力'}","{'HP': 50, '攻擊': 63, '防禦': 152, '特攻': 53, '特防': 142, '速度': 35, '總和': 495}"
749,泥驢仔,ドロバンコ,Mudbray,['地面'],"{'普特': ['我行我素', '持久力'], '夢特': '精神力'}","{'HP': 70, '攻擊': 100, '防禦': 70, '特攻': 45, '特防': 55, '速度': 45, '總和': 385}"
750,重泥挽馬,バンバドロ,Mudsdale,['地面'],"{'普特': ['我行我素', '持久力'], '夢特': '精神力'}","{'HP': 100, '攻擊': 125, '防禦': 100, '特攻': 55, '特防': 85, '速度': 35, '總和': 500}"
751,滴蛛,シズクモ,Dewpider,"['水', '蟲']","{'普特': '水泡', '夢特': '儲水'}","{'HP': 38, '攻擊': 40, '防禦': 52, '特攻': 40, '特防': 72, '速度': 27, '總和': 269}"
752,滴蛛霸,オニシズクモ,Araquanid,"['水', '蟲']","{'普特': '水泡', '夢特': '儲水'}","{'HP': 68, '攻擊': 70, '防禦': 92, '特攻': 50, '特防': 132, '速度': 42, '總和': 454}"
753,偽螳草,カリキリ,Fomantis,['草'],"{'普特': '葉子防守', '夢特': '唱反調'}","{'HP': 40, '攻擊': 55, '防禦': 35, '特攻': 50, '特防': 35, '速度': 35, '總和': 250}"
754,蘭螳花,ラランテス,Lurantis,['草'],"{'普特': '葉子防守', '夢特': '唱反調'}","{'HP': 70, '攻擊': 105, '防禦': 90, '特攻': 80, '特防': 90, '速度': 45, '總和': 480}"
755,睡睡菇,ネマシュ,Morelull,"['草', '妖精']","{'普特': ['發光', '孢子'], '夢特': '雨盤'}","{'HP': 40, '攻擊': 35, '防禦': 55, '特攻': 65, '特防': 75, '速度': 15, '總和': 285}"
756,燈罩夜菇,マシェード,Shiinotic,"['草', '妖精']","{'普特': ['發光', '孢子'], '夢特': '雨盤'}","{'HP': 60, '攻擊': 45, '防禦': 80, '特攻': 90, '特防': 100, '速度': 30, '總和': 405}"
757,夜盜火蜥,ヤトウモリ,Salandit,"['毒', '火']","{'普特': '腐蝕', '夢特': '遲鈍'}","{'HP': 48, '攻擊': 44, '防禦': 40, '特攻': 71, '特防': 40, '速度': 77, '總和': 320}"
758,焰後蜥,エンニュート,Salazzle,"['毒', '火']","{'普特': '腐蝕', '夢特': '遲鈍'}","{'HP': 68, '攻擊': 64, '防禦': 60, '特攻': 111, '特防': 60, '速度': 117, '總和': 480}"
759,童偶熊,ヌイコグマ,Stufful,"['一般', '格鬥']","{'普特': ['毛茸茸', '笨拙'], '夢特': '迷人之軀'}","{'HP': 70, '攻擊': 75, '防禦': 50, '特攻': 45, '特防': 50, '速度': 50, '總和': 340}"
760,穿著熊,キテルグマ,Bewear,"['一般', '格鬥']","{'普特': ['毛茸茸', '笨拙'], '夢特': '緊張感'}","{'HP': 120, '攻擊': 125, '防禦': 80, '特攻': 55, '特防': 60, '速度': 60, '總和': 500}"
761,甜竹竹,アマカジ,Bounsweet,['草'],"{'普特': ['葉子防守', '遲鈍'], '夢特': '甜幕'}","{'HP': 42, '攻擊': 30, '防禦': 38, '特攻': 30, '特防': 38, '速度': 32, '總和': 210}"
762,甜舞妮,アママイコ,Steenee,['草'],"{'普特': ['葉子防守', '遲鈍'], '夢特': '甜幕'}","{'HP': 52, '攻擊': 40, '防禦': 48, '特攻': 40, '特防': 48, '速度': 62, '總和': 290}"
763,甜冷美后,アマージョ,Tsareena,['草'],"{'普特': ['葉子防守', '女王的威嚴'], '夢特': '甜幕'}","{'HP': 72, '攻擊': 120, '防禦': 98, '特攻': 50, '特防': 98, '速度': 72, '總和': 510}"
764,花療環環,キュワワー,Comfey,['妖精'],"{'普特': ['花幕', '先行治療'], '夢特': '自然回覆'}","{'HP': 51, '攻擊': 52, '防禦': 90, '特攻': 82, '特防': 110, '速度': 100, '總和': 485}"
765,智揮猩,ヤレユータン,Oranguru,"['一般', '超能力']","{'普特': ['精神力', '心靈感應'], '夢特': '共生'}","{'HP': 90, '攻擊': 60, '防禦': 80, '特攻': 90, '特防': 110, '速度': 60, '總和': 490}"
766,投擲猴,ナゲツケサル,Passimian,['格鬥'],"{'普特': '接球手', '夢特': '不服輸'}","{'HP': 100, '攻擊': 120, '防禦': 90, '特攻': 40, '特防': 60, '速度': 80, '總和': 490}"
767,膽小蟲,コソクムシ,Wimpod,"['蟲', '水']",{'普特': '躍躍欲逃'},"{'HP': 25, '攻擊': 35, '防禦': 40, '特攻': 20, '特防': 30, '速度': 80, '總和': 230}"
768,具甲武者,グソクムシャ,Golisopod,"['蟲', '水']",{'普特': '危險迴避'},"{'HP': 75, '攻擊': 125, '防禦': 140, '特攻': 60, '特防': 90, '速度': 40, '總和': 530}"
769,沙丘娃,スナバァ,Sandygast,"['幽靈', '地面']","{'普特': '遇水凝固', '夢特': '沙隱'}","{'HP': 55, '攻擊': 55, '防禦': 80, '特攻': 70, '特防': 45, '速度': 15, '總和': 320}"
770,噬沙堡爺,シロデスナ,Palossand,"['幽靈', '地面']","{'普特': '遇水凝固', '夢特': '沙隱'}","{'HP': 85, '攻擊': 75, '防禦': 110, '特攻': 100, '特防': 75, '速度': 35, '總和': 480}"
771,拳海蔘,ナマコブシ,Pyukumuku,['水'],"{'普特': '飛出的內在物', '夢特': '純樸'}","{'HP': 55, '攻擊': 60, '防禦': 130, '特攻': 30, '特防': 130, '速度': 5, '總和': 410}"
772,屬性：空,タイプ：ヌル,Type: Null,['一般'],{'普特': '戰鬥盔甲'},"{'HP': 95, '攻擊': 95, '防禦': 95, '特攻': 95, '特防': 95, '速度': 59, '總和': 534}"
773,銀伴戰獸,シルヴァディ,Silvally,['一般'],{'普特': 'ＡＲ系統'},"{'HP': 95, '攻擊': 95, '防禦': 95, '特攻': 95, '特防': 95, '速度': 95, '總和': 570}"
774,小隕星,メテノ,Minior,"['岩石', '飛行']",{'普特': '界限盾殼'},"{'HP': 60, '攻擊': 60, '防禦': 100, '特攻': 60, '特防': 100, '速度': 60, '總和': 440}"
775,樹枕尾熊,ネッコアラ,Komala,['一般'],{'普特': '絕對睡眠'},"{'HP': 65, '攻擊': 115, '防禦': 65, '特攻': 75, '特防': 95, '速度': 65, '總和': 480}"
776,爆焰龜獸,バクガメス,Turtonator,"['火', '龍']",{'普特': '硬殼盔甲'},"{'HP': 60, '攻擊': 78, '防禦': 135, '特攻': 91, '特防': 85, '速度': 36, '總和': 485}"
777,託戈德瑪爾,トゲデマル,Togedemaru,"['電', '鋼']","{'普特': ['鐵刺', '避雷針'], '夢特': '結實'}","{'HP': 65, '攻擊': 98, '防禦': 63, '特攻': 40, '特防': 73, '速度': 96, '總和': 435}"
778,謎擬Ｑ,ミミッキュ,Mimikyu,"['幽靈', '妖精']",{'普特': '畫皮'},"{'HP': 55, '攻擊': 90, '防禦': 80, '特攻': 50, '特防': 105, '速度': 96, '總和': 476}"
779,磨牙彩皮魚,ハギギシリ,Bruxish,"['水', '超能力']","{'普特': ['鮮艷之軀', '強壯之顎'], '夢特': '奇蹟皮膚'}","{'HP': 68, '攻擊': 105, '防禦': 70, '特攻': 70, '特防': 70, '速度': 92, '總和': 475}"
780,老翁龍,ジジーロン,Drampa,"['一般', '龍']","{'普特': ['怒火沖天', '食草'], '夢特': '無關天氣'}","{'HP': 78, '攻擊': 60, '防禦': 85, '特攻': 135, '特防': 91, '速度': 36, '總和': 485}"
781,破破舵輪,ダダリン,Dhelmise,"['幽靈', '草']",{'普特': '鋼能力者'},"{'HP': 70, '攻擊': 131, '防禦': 100, '特攻': 86, '特防': 90, '速度': 40, '總和': 517}"
782,心鱗寶,ジャラコ,Jangmo-o,['龍'],"{'普特': ['防彈', '隔音'], '夢特': '防塵'}","{'HP': 45, '攻擊': 55, '防禦': 65, '特攻': 45, '特防': 45, '速度': 45, '總和': 300}"
783,鱗甲龍,ジャランゴ,Hakamo-o,"['龍', '格鬥']","{'普特': ['防彈', '隔音'], '夢特': '防塵'}","{'HP': 55, '攻擊': 75, '防禦': 90, '特攻': 65, '特防': 70, '速度': 65, '總和': 420}"
784,杖尾鱗甲龍,ジャラランガ,Kommo-o,"['龍', '格鬥']","{'普特': ['防彈', '隔音'], '夢特': '防塵'}","{'HP': 75, '攻擊': 110, '防禦': 125, '特攻': 100, '特防': 105, '速度': 85, '總和': 600}"
785,卡璞・鳴鳴,カプ・コケコ,Tapu Koko,"['電', '妖精']","{'普特': '電氣製造者', '夢特': '心靈感應'}","{'HP': 70, '攻擊': 115, '防禦': 85, '特攻': 95, '特防': 75, '速度': 130, '總和': 570}"
786,卡璞・蝶蝶,カプ・テテフ,Tapu Lele,"['超能力', '妖精']","{'普特': '精神製造者', '夢特': '心靈感應'}","{'HP': 70, '攻擊': 85, '防禦': 75, '特攻': 130, '特防': 115, '速度': 95, '總和': 570}"
787,卡璞・哞哞,カプ・ブルル,Tapu Bulu,"['草', '妖精']","{'普特': '青草製造者', '夢特': '心靈感應'}","{'HP': 70, '攻擊': 130, '防禦': 115, '特攻': 85, '特防': 95, '速度': 75, '總和': 570}"
788,卡璞・鰭鰭,カプ・レヒレ,Tapu Fini,"['水', '妖精']","{'普特': '薄霧製造者', '夢特': '心靈感應'}","{'HP': 70, '攻擊': 75, '防禦': 115, '特攻': 95, '特防': 130, '速度': 85, '總和': 570}"
789,科斯莫古,コスモッグ,Cosmog,['超能力'],{'普特': '純樸'},"{'HP': 43, '攻擊': 29, '防禦': 31, '特攻': 29, '特防': 31, '速度': 37, '總和': 200}"
790,科斯莫姆,コスモウム,Cosmoem,['超能力'],{'普特': '結實'},"{'HP': 43, '攻擊': 29, '防禦': 131, '特攻': 29, '特防': 131, '速度': 37, '總和': 400}"
791,索爾迦雷歐,ソルガレオ,Solgaleo,"['超能力', '鋼']",{'普特': '金屬防護'},"{'HP': 137, '攻擊': 137, '防禦': 107, '特攻': 113, '特防': 89, '速度': 97, '總和': 680}"
792,露奈雅拉,ルナアーラ,Lunala,"['超能力', '幽靈']",{'普特': '幻影防守'},"{'HP': 137, '攻擊': 113, '防禦': 89, '特攻': 137, '特防': 107, '速度': 97, '總和': 680}"
793,虛吾伊德,ウツロイド,Nihilego,"['岩石', '毒']",{'普特': '異獸提升'},"{'HP': 109, '攻擊': 53, '防禦': 47, '特攻': 127, '特防': 131, '速度': 103, '總和': 570}"
794,爆肌蚊,マッシブーン,Buzzwole,"['蟲', '格鬥']",{'普特': '異獸提升'},"{'HP': 107, '攻擊': 139, '防禦': 139, '特攻': 53, '特防': 53, '速度': 79, '總和': 570}"
795,費洛美螂,フェローチェ,Pheromosa,"['蟲', '格鬥']",{'普特': '異獸提升'},"{'HP': 71, '攻擊': 137, '防禦': 37, '特攻': 137, '特防': 37, '速度': 151, '總和': 570}"
796,電束木,デンジュモク,Xurkitree,['電'],{'普特': '異獸提升'},"{'HP': 83, '攻擊': 89, '防禦': 71, '特攻': 173, '特防': 71, '速度': 83, '總和': 570}"
797,鐵火輝夜,テッカグヤ,Celesteela,"['鋼', '飛行']",{'普特': '異獸提升'},"{'HP': 97, '攻擊': 101, '防禦': 103, '特攻': 107, '特防': 101, '速度': 61, '總和': 570}"
